,City,State,Shape,Duration,Summary,Posted,Date,Time,region_cat,time_cat
16098,Cypress,CA,Fireball,2,Bright white fireball with a blue tail over Orange County.,7/5/2008,2008-06-14,0:00:00,west,night
16099,Morgan Hill,CA,Fireball,2,I saw an enormous fireball streak from north to south in the western sky very low on the horizon.,6/12/2008,2008-06-10,20:50:00,west,evening
16100,Parker,CO,Fireball,60,A fireball swooped down over my friends and mines heads (50ft up) and ascended into the horizon opposite the one it came from.,6/12/2008,2008-06-09,23:36:00,west,evening
16101,Tucson,AZ,Fireball,600,Burning Embers Sighted in Sky Near Tucson,7/5/2008,2008-06-09,20:00:00,west,evening
16102,Butler,MO,Fireball,180,"Me and others witnessed an extrodinary bright light, ball looking in the sky moving somewhat slowly.",6/12/2008,2008-06-07,20:00:00,midwest,evening
16103,Margate,FL,Fireball,10,Bright light moving quickly towards the ground vanishing behind some trees. NOT a shooting star.,6/12/2008,2008-06-05,1:00:00,south,night
16104,Fort White,FL,Fireball,2,"large bright (fluorescent) green ball falling at an angle, no tail, sky brightened as it exploded or crashed behind the tree line",3/19/2009,2008-06-04,1:11:00,south,night
16105,Westlake Village,CA,Fireball,5,White fireball over city of Westlake Village,6/12/2008,2008-05-17,9:00:00,west,morning
16106,Hayfork,CA,Fireball,1,Possible meterorite,6/12/2008,2008-05-16,22:11:00,west,evening
16107,Gainesville,VA,Fireball,10,"Greenlight falling from sky over Haymarket, Virginia area.",6/12/2008,2008-05-13,11:28:00,south,morning
16108,Claremore,OK,Fireball,10,Large Fireball appears from nowhere in Rogers County Oklahoma. ((NUFORC Note: Possible meteor? Any other witnesses? PD)),7/5/2008,2008-05-11,23:00:00,south,evening
16109,Tulsa,OK,Fireball,2,Mother's Day Night Fireball!,6/12/2008,2008-05-11,23:00:00,south,evening
16110,Millville,NJ,Fireball,6,Fireball misty teardrop shape fell behind a tree line,6/12/2008,2008-05-07,22:27:00,northeast,evening
16112,Lakewood,CO,Fireball,60,The UFO was a glowing green orb. with jet or helicopter flying behind,6/12/2008,2008-04-29,23:10:00,west,evening
16113,Reno,NV,Fireball,6,"Large round glowing yellow fireball traveling at a high rate of speed, then suddenly stopping and disappearing",6/12/2008,2008-04-29,20:00:00,west,evening
16115,Memphis,TN,Fireball,15,Large green fireball with sparks trailing behind,6/12/2008,2008-04-27,20:45:00,south,evening
16116,Loveland,CO,Fireball,900,"we saw 7 fireball type objects in formation, moving from the northwest to the southeast.",6/12/2008,2008-04-27,20:40:00,west,evening
16117,Newtown,PA,Fireball,180,Orange/White Object with Fire Trail seen crashing from the sky in Northeast Pa.,6/12/2008,2008-04-23,20:00:00,northeast,evening
16118,Fitzgerald,GA,Fireball,2700,We both saw a very bright light that drew our attention from what we were doing. The light startled us both.,6/12/2008,2008-04-22,23:00:00,south,evening
16119,Albany,TX,Fireball,20,Big blue and red fireball.,6/12/2008,2008-04-22,22:30:00,south,evening
16120,Phoenix,AZ,Fireball,1200,"There were still, red, and positioned lights in the sky for at least twnety minutes without movement.",6/12/2008,2008-04-21,20:25:00,west,evening
16121,Lunenburg,MA,Fireball,240,"Strange light in sky, appears as fireball and last 4 min remaining stationary.",6/12/2008,2008-04-19,21:40:00,northeast,evening
16122,St. Augustine,FL,Fireball,300,"A fire ball shot across the sky and disapeard in thin air,",3/19/2009,2008-04-19,21:17:00,south,evening
16123,Camden Point,MO,Fireball,300,"two egg shaped floating objects that looked like oustrige eggs, grey in color aluminated and had a jet of fire out the back.",6/12/2008,2008-04-19,0:00:00,midwest,night
16124,Sherman Oaks,CA,Fireball,4,FIRE Balls moving around inside my bedroom,6/12/2008,2008-04-17,2:00:00,west,night
16125,unsure exact name (was driving to NY from FL),GA,Fireball,4,NEON green meteor looking fireflash,7/5/2008,2008-04-15,23:00:00,south,evening
16126,Newark,CA,Fireball,3,Bright light moving in sky for about 3 seconds before burning out?,6/12/2008,2008-04-15,20:08:00,west,evening
16127,Orlando,FL,Fireball,240,Bright orange/red half-moon looking object with what looked like a wavy flame tail.,4/17/2008,2008-04-14,3:20:00,south,night
16128,Orlando,FL,Fireball,1200,"MULITPLE ORANGE BALLS OF LIGHT WITNESSED IN ORLANDO, FLORIDA. 9 WITNESSES NO HOAX",6/12/2008,2008-04-12,23:45:00,south,evening
16129,Smyrna,GA,Fireball,15,Fireball over Smynra Georgia USA 4/1/2008 21:30 falling straight to the ground over Dobbins AFB,4/17/2008,2008-04-01,21:30:00,south,evening
16130,Hancock (10 miles east),MD,Fireball,5,Two people witness high speed glowing sphere cross the sky and disappear,3/31/2008,2008-03-30,3:10:00,south,night
16131,Woodstock,GA,Fireball,5,Intense green fireball over Woodstock Georgia,3/31/2008,2008-03-21,21:00:00,south,evening
16132,Nine Mile Falls,WA,Fireball,120,"Observers: Adult mother of 20 year old son, notices 8-9 very bright red orange lights moving around, in group then move positions, 2",3/31/2008,2008-03-15,20:00:00,west,evening
16133,Tucson,AZ,Fireball,2,"Large, glowing, floating, red fireball/orb spotted in the sky for a very short time before it disappeared.",3/31/2008,2008-03-15,19:00:00,west,evening
16134,West Palm Beach,FL,Fireball,30,Fireball explodes in West Palm Beach night sky,3/31/2008,2008-03-15,2:15:00,south,night
16135,Annandale,NJ,Fireball,5,A red fireball with a white tail traveling low in the sky early morning.,3/31/2008,2008-03-11,9:40:00,northeast,morning
16137,Southport,NC,Fireball,14,We were fishing at night for trout when I looked up in the sky and saw a large fireball moving very rapidly across the sky. I asked my,3/31/2008,2008-03-05,22:00:00,south,evening
16138,Celta,PA,Fireball,120,fireball sighting report on Police/Fire scanner,3/4/2008,2008-02-29,21:00:00,northeast,evening
16139,Washingtonville,NY,Fireball,30,green fireball-like object observed in the night sky,3/4/2008,2008-02-28,19:30:00,northeast,evening
16140,Shelton,CT,Fireball,3,the object went from left to right in matter of three seconds.,3/4/2008,2008-02-24,22:15:00,northeast,evening
16141,Montvale / Upper Saddle River,NJ,Fireball,12,giant sparkling fireball falls from the sky and an incredible speed.,3/4/2008,2008-02-24,3:52:00,northeast,night
16142,El Paso,TX,Fireball,3,There was a flash and it vanished...,3/4/2008,2008-02-23,13:00:00,south,afternoon
16143,Crystal Lake,IL,Fireball,30,"Large Flaming Football-Shaped Object Over Crystal Lake, Illinois",12/12/2009,2008-02-23,1:45:00,midwest,night
16144,Lake Du Bay,WI,Fireball,1,"A bright green fireball flies, then disappears in Wisconsin.",3/4/2008,2008-02-22,20:00:00,midwest,evening
16145,Santa Fe,NM,Fireball,300,"Pretty large, very bright, white ball with flames coming out, caused power to go out in friend's house.",3/4/2008,2008-02-22,18:50:00,west,evening
16146,Arco Dessert,ID,Fireball,30,Fireball crashes in Idaho,3/4/2008,2008-02-20,6:00:00,west,morning
16147,Sprague,WA,Fireball,5,Suspected Meteor Impact,3/4/2008,2008-02-19,5:30:00,west,night
16148,Boring,OR,Fireball,3,"Boring, Oregon sighted fireball heading south",3/4/2008,2008-02-19,3:24:00,west,night
16150,Palmyra (near Hershey/Harrisburg),PA,Fireball,1800,"flame-colored lights splitting, descending, disappearing and reappearing",2/14/2008,2008-02-07,18:30:00,northeast,evening
16151,Laguna Niguel,CA,Fireball,5,bright flash like a comet,2/14/2008,2008-02-06,21:05:00,west,evening
16152,Victorville,CA,Fireball,3,FALLING FIRE BALL,2/14/2008,2008-02-03,17:30:00,west,afternoon
16153,Folcroft,PA,Fireball,10,Speeding green ball of light,6/12/2008,2008-02-01,21:00:00,northeast,evening
16154,Lost Hills,CA,Fireball,15,"Blue streak that split into two, seen over 5 freeway in Kern County",2/14/2008,2008-01-27,17:45:00,west,afternoon
16155,Fullerton,CA,Fireball,300,"Two bright fireballs seen in the northeastern sky above Fullerton, California.",2/14/2008,2008-01-26,18:00:00,west,evening
16156,Yorba Linda,CA,Fireball,600,"What fell from the sky Jan. 26th, 2008?",2/14/2008,2008-01-26,18:00:00,west,evening
16157,Yorba Linda,CA,Fireball,600,"Fireball falling to earth, stops mid fall, hovers and then engages in horizontal movement, disappearing and then reappearing.",1/5/2011,2008-01-26,18:00:00,west,evening
16158,Anaheim,CA,Fireball,120,"While Driving West bound on the 91 freeway around the State College exit. I thought I saw a falling star, but when they started to fly",2/14/2008,2008-01-26,17:52:00,west,afternoon
16159,Davis,CA,Fireball,180,from my direction it was over to the west. ((NUFORC Note: Possibly not a serious report. PD)),10/31/2008,2008-01-25,7:30:00,west,morning
16160,Acworth,GA,Fireball,4,"Fiery light, dog acting mad",2/14/2008,2008-01-25,3:00:00,south,night
16161,Dublin,GA,Fireball,2,Bright Green Flash of Light Seen for Brief Period in Night Sky,2/14/2008,2008-01-24,19:10:00,south,evening
16162,Greenwood,IN,Fireball,10,String of orange lights appeared in southern sky.,2/14/2008,2008-01-22,19:08:00,midwest,evening
16163,Clarence,NY,Fireball,180,"((HOAX??)) I saw a huge, bright spacecraft hovering over my forest that looked as though it was directly looking at my house.",2/14/2008,2008-01-22,6:46:00,northeast,morning
16164,Springhill,LA,Fireball,120,"white ball traveling at high speed over Springhill, Louisiana",1/21/2008,2008-01-15,7:47:00,south,morning
16165,Swanburg,MN,Fireball,3,"white fireball seen falling Jan. 14, 2008 in north central Minnesota",2/14/2008,2008-01-14,20:10:00,midwest,evening
16166,Yuma (east of),AZ,Fireball,1800,Bright object in sky disappears and reappears. Seems to also emit smaller objects.,1/21/2008,2008-01-14,19:00:00,west,evening
16167,Riverside,CA,Fireball,25,Fast traveling object during late night,2/14/2008,2008-01-12,1:30:00,west,night
16168,Sarasota,FL,Fireball,60,"left home in sarasota florida about 7pm 1/10/08 saw in northwestern sky a object with long tail(orange, fiery) going northeast very qui",1/21/2008,2008-01-10,19:00:00,south,evening
16169,San Antonio,TX,Fireball,2700,Large fireball across the sky,1/21/2008,2008-01-08,14:45:00,south,afternoon
16170,Calvert,TX,Fireball,300,falling star or so i thought that did a u-turn& filling of weightlessness,1/21/2008,2008-01-04,23:00:00,south,evening
16171,Newalla,OK,Fireball,8,"Blue-Green Fireball spotted, oklahoma city area.",1/21/2008,2008-01-02,20:45:00,south,evening
16172,Waco,TX,Fireball,5,Strange ball of white light travelling over Waco,3/4/2008,2008-01-01,20:00:00,south,evening
16173,Jacksonville,FL,Fireball,600,i'm 26 and havn't graduated college yet or don't really care too since all that stuff started happening. i went to a prestigious ar,11/21/2010,2008-01-01,8:30:00,south,morning
16175,Rigby,ID,Fireball,180,A little line of light riggiling up to space.,1/21/2008,2007-12-20,8:30:00,west,morning
16176,El Paso,TX,Fireball,3600,"Well about the 19 of december 2007 I saw a ""bright light""moving toward me ,then to the right ,left, right and then solidifies to a squ",3/4/2008,2007-12-19,17:00:00,south,afternoon
16177,Breinigsville,PA,Fireball,5,Fireball Sighting,3/4/2008,2007-12-14,22:34:00,northeast,evening
16178,Chico,CA,Fireball,15,"I noticed a blue, smoking fireball fall from the sky. It had a smoke trail behind it. It disapeared befor it hit the ground.",3/4/2008,2007-12-11,6:00:00,west,morning
16179,Virginia Beach,VA,Fireball,300,Brilliant orange light seemed to be emitting from something above as if it were propulsion.,3/4/2008,2007-12-10,19:00:00,south,evening
16180,Port Townsend,WA,Fireball,3,A very bright object was seen moving rapidly in the western sky,3/4/2008,2007-12-05,21:30:00,west,evening
16181,Seminole,FL,Fireball,1800,"Bright white hoovering object 10,000 ft. high, stationary..then moving north very slowely...decreases in altitude to about 5,000 ft. mo",2/14/2008,2007-12-05,0:00:00,south,night
16182,Jacksonville,FL,Fireball,15,"While driving west on a major highway,JTB, just a few miles from the beach, a green fireball wisked by really fast, going W-SW. It wa",1/21/2008,2007-12-04,21:30:00,south,evening
16183,North Las Vegas,NV,Fireball,4,inside of car lit up white for a sec. looked out side and saw a blue/green/yellow ball. very bright and then took off and left trail of,3/4/2008,2007-12-04,2:30:00,west,night
16184,Chicago,IL,Fireball,1800,Brilliant multi-colored light hanging in the east-southest sky for over half an hour. ((NUFORC Note: Venus. PD)),11/28/2007,2007-11-27,22:00:00,midwest,evening
16185,Buena Park,CA,Fireball,600,Brigh orange light seen in the sky over Orange County California.,11/28/2007,2007-11-26,20:50:00,west,evening
16186,Lake Wales,FL,Fireball,180,Orange fireball in the sky followed by four white spherical lighted ?,11/28/2007,2007-11-18,20:00:00,south,evening
16187,Rochester,NY,Fireball,18000,"orange ball of fire hovering over Rochester NY area, chased away by another multi-colored UFO. ((NUFORC Note: Venus?? PD))",11/28/2007,2007-11-18,3:30:00,northeast,night
16188,New York City (Staten Island),NY,Fireball,1,Green Light in sky..,11/28/2007,2007-11-17,1:43:00,northeast,night
16189,Wauwatosa,WI,Fireball,5,"Bright green fireball, no shared characteristics with meteors, northwestern sky, no trail.",11/28/2007,2007-11-17,1:30:00,midwest,night
16190,Chillicothe,OH,Fireball,600,5 red orange fireball looking things,11/28/2007,2007-11-16,19:00:00,midwest,evening
16191,Shoreline,WA,Fireball,600,Very large bright green fireball,11/28/2007,2007-11-13,20:00:00,west,evening
16192,Galt,CA,Fireball,5,"I saw a big ball of light fall straight down, hang for a moment then zip straight back up the way it came.",10/31/2008,2007-11-10,0:30:00,west,night
16193,Aztec,NM,Fireball,3600,((HOAX??)) Aztec crash?? ((anonymous report)),11/28/2007,2007-11-08,23:30:00,west,evening
16194,Mobile,AL,Fireball,5,Green Fireball,11/28/2007,2007-11-08,23:15:00,south,evening
16195,Newark,DE,Fireball,2,Bright BLUE/GREEN object streaked cross the sky from NE to SW.,11/28/2007,2007-11-08,22:28:00,south,evening
16196,Highspire,PA,Fireball,10,bright green ball with red tail crosses over southcentral Pennsylvania,11/28/2007,2007-11-08,22:15:00,northeast,evening
16197,Lancaster,PA,Fireball,2,bright comet-like object with long tale traveling at high speed low to the ground,11/28/2007,2007-11-08,22:00:00,northeast,evening
16198,Morgan Hill,CA,Fireball,120,"mysterious fire-streak across the mountains near Morgan Hill, CA. ((NUFORC Note: We suspect a contrail may have been the cause. PD))",11/28/2007,2007-11-07,17:30:00,west,afternoon
16199,Fullerton,CA,Fireball,600,I and friends observed a slow moving object which dropped other objects before disappearing from view.,11/28/2007,2007-11-04,21:55:00,west,evening
16200,Indio,CA,Fireball,300,"Comet-like fireball with Red & Green lights seen in Coachella Valley, CA",11/28/2007,2007-11-02,19:20:00,west,evening
16202,Middle Island,NY,Fireball,2,Incredibly huge fireball with ion trail and slight alteration of trajectory. ((NUFORC Note: Possible meteor?? PD)),11/28/2007,2007-10-31,3:00:00,northeast,night
16203,Highland,NY,Fireball,5,I witnessed a lowflying thick bright green fire trail that appeared out of nowehere. ((NUFORC Note: Possible meteor?? PD)),11/28/2007,2007-10-31,2:45:00,northeast,night
16204,Bolton,NY,Fireball,120,2 red balls of light moving threw the air way too fast to be a jet,1/10/2009,2007-10-30,2:00:00,northeast,night
16206,San Antonio,TX,Fireball,60,blue fire ball shoots down from sky and stops in mid air,11/28/2007,2007-10-26,21:00:00,south,evening
16207,Battle Ground,WA,Fireball,4,"Fireball observed over Battle Ground, WA",11/28/2007,2007-10-26,18:55:00,west,evening
16208,Keller,TX,Fireball,120,fiery slow moving streak across sky splits into 4 slow streaks then stops and hovers.,11/28/2007,2007-10-19,20:00:00,south,evening
16209,Keller,TX,Fireball,7,Falling object in the Western sky,11/28/2007,2007-10-19,19:34:00,south,evening
16210,Southlake,TX,Fireball,300,We live near DFW and are familiar with aircraft lights at night... these were not commercial or private planes.,1/21/2008,2007-10-19,19:30:00,south,evening
16211,Keller,TX,Fireball,300,"Goldent Knights make night time dive into Keller, TX homecoming game",3/4/2008,2007-10-19,19:20:00,south,evening
16212,Wolf Point,MT,Fireball,30,"Bright large orb with bright light shining to ground, lasted only 30 seconds.",11/28/2007,2007-10-15,20:00:00,west,evening
16213,West Palm Beach florida,FL,Fireball,180,Burning ball across the sky over central/south florida. Strobing effect towards end of the final view of object.,11/28/2007,2007-10-10,20:24:00,south,evening
16214,West Yellowstone,MT,Fireball,120,Fireball mile off ground under the clouds but above the tree lines.,10/8/2007,2007-09-29,0:35:00,west,night
16215,Lebanon,OR,Fireball,60,"Silent red and orange energy fireball glides just over tree tops in forested backyard outside of Lebanon, Oregon",10/8/2007,2007-09-22,22:00:00,west,evening
16216,DeWitt,MI,Fireball,240,2 lower flying small orange balls of that looked like fire and made no sound flying steadily.,10/8/2007,2007-09-22,21:20:00,midwest,evening
16217,Covington,TN,Fireball,6,lookin north debre fell from west to east space junk i guess,10/8/2007,2007-09-21,21:15:00,south,evening
16218,Long Beach,CA,Fireball,10,fireballs in a triangle ((NUFORC Note: Student report. PD)),4/17/2008,2007-09-20,17:00:00,west,afternoon
16219,Kennesaw,GA,Fireball,1,"Mysterious light traveling North over Kennesaw, GA",10/8/2007,2007-09-18,1:58:00,south,night
16220,Loogootee,IN,Fireball,300,Orange fireball in western sky,10/8/2007,2007-09-15,20:15:00,midwest,evening
16221,Kingston,RI,Fireball,120,Pinkish Red Fireball Flash Sighting. ((NUFORC Note: Student report. PD)),11/28/2007,2007-09-15,19:35:00,northeast,evening
16222,Chillicothe,OH,Fireball,30,5-7 large orange spheres.,10/8/2007,2007-09-13,21:15:00,midwest,evening
16223,Loveland,OH,Fireball,180,"Inexplicable fires in sky over Clermont County, Ohio",10/8/2007,2007-09-13,20:55:00,midwest,evening
16224,Indianapolis,IN,Fireball,600,Orange/red fireballs over Indianapolis.,10/8/2007,2007-09-02,21:15:00,midwest,evening
16225,Roseville,MI,Fireball,180,We noticed a firey orange object with a white light that rotated around it moving slowly in the sky.,10/8/2007,2007-09-01,21:30:00,midwest,evening
16226,Tacoma,WA,Fireball,4,"We witnessed a bright green ""meteor-like"" object shoot downward in front of us. ((NUFORC Note: Possible meteor? PD))",10/8/2007,2007-09-01,19:55:00,west,evening
16227,Meriden,CT,Fireball,300,"Initially spotted round orange fireball in Western sky, at an altitude approximately you'd see a small plane fly. Traveled East, then t",10/8/2007,2007-08-31,20:25:00,northeast,evening
16228,Alvin,TX,Fireball,20,Red and green object with noise that made a thumping noise when it hit the ground.,6/12/2008,2007-08-27,17:30:00,south,afternoon
16229,Baldwin,MI,Fireball,60,Orange Fireball object just above tree line in Western Michigan.,10/8/2007,2007-08-25,22:30:00,midwest,evening
16230,Kansas City,KS,Fireball,60,Seconds later the four objects became one and looked like a huge fireball falling fast from the sky.,6/12/2008,2007-08-24,20:28:00,midwest,evening
16232,New York City (Brooklyn),NY,Fireball,3,"Bright Neon Blue/Green Fireball flashed in the Brooklyn Sky on August 16, 2007",10/8/2007,2007-08-16,22:50:00,northeast,evening
16234,Conklin,MI,Fireball,900,3 silent fireballs very low moving slowly to the west my husband who seen the same thing but at dif location same night.,5/13/2012,2007-08-15,21:00:00,midwest,evening
16235,Prescott Valley,AZ,Fireball,1800,2 orbs of fire that kept disappearing and reappearing,3/23/2011,2007-08-15,16:00:00,west,afternoon
16236,Slades Corners,WI,Fireball,20,My friends and I were standing in a street when we noticed a bright blueish/white light 20 ft in the air that caused a power outage.,10/8/2007,2007-08-12,23:00:00,midwest,evening
16237,Azusa,CA,Fireball,21600,Azusa Mountains is a Highway for UFOS.,3/4/2008,2007-08-12,3:00:00,west,night
16238,Lynn,MA,Fireball,600,2 balls of fire spheres not that big they seem to be observing earth is what i believe they moved fast like speed of light.,10/31/2008,2007-08-12,1:00:00,northeast,night
16239,Baton Rouge,LA,Fireball,420,Flaming Ball over Baton Rouge,8/14/2007,2007-08-11,20:30:00,south,evening
16240,Grenada,CA,Fireball,4,"Huge, neon green fireball with orange halo travelling very fast perpendicular to earth in northern CA",8/14/2007,2007-08-11,0:45:00,west,night
16241,Pittsburg/Antioch,CA,Fireball,3,white ball of light illuminated sky over Hwy 4,8/14/2007,2007-08-11,0:15:00,west,night
16242,Oakdale,CA,Fireball,600,"Multiple reports of earthquakes, sonic booms, fireballs, meteors, ufos's",10/8/2007,2007-08-11,0:05:00,west,night
16243,Fort Davis,TX,Fireball,240,green fireball sightings in Texas,3/31/2008,2007-08-08,20:00:00,south,evening
16244,Tooele,UT,Fireball,7,"Very high, very fast, and in a unique shape.",8/14/2007,2007-08-07,23:48:00,west,evening
16245,Erie,PA,Fireball,25200,"Orange Flaming Orbs fall from the sky over Lake Erie, August, 2007",8/24/2010,2007-08-07,22:00:00,northeast,evening
16246,Baton Rouge,LA,Fireball,420,Flaming Ball over Baton Rouge,8/14/2007,2007-08-04,20:30:00,south,evening
16247,Wilmington,NC,Fireball,5,"Fireball O'er Wilmington, NC. Unexplicable illuminations",8/7/2007,2007-08-04,3:30:00,south,night
16248,Bethlehem,CT,Fireball,30,Ball of White Fire Shoots Across the Sky in Bethlehem,8/7/2007,2007-08-03,23:30:00,northeast,evening
16249,Redmond,WA,Fireball,15,UFO Sighting,8/7/2007,2007-08-02,21:50:00,west,evening
16250,Mishawaka,IN,Fireball,600,7/29/07 0620 Mishawaka three lights with tails in shape of upside down triangle moving east,8/7/2007,2007-07-29,6:20:00,midwest,morning
16251,North Myrtle Beach,SC,Fireball,5,green fireball seen north myrtle beach,8/7/2007,2007-07-27,22:30:00,south,evening
16252,Myrtle Beach,SC,Fireball,1,Bright white fireball with blue green and red tail shoots accross the sky during baseball game.,8/7/2007,2007-07-27,21:00:00,south,evening
16253,Flower Mound,TX,Fireball,3,Fireball near DFW Airport on 7/23/07,8/7/2007,2007-07-23,22:50:00,south,evening
16254,Mishawaka,IN,Fireball,600,07/21/07 mishawaka IN falling star looking light 0630 stopped falling and just sat there in the sky,8/7/2007,2007-07-21,6:15:00,midwest,morning
16255,Edmore,MI,Fireball,300,Orange light/fireball low to ground then moving.,8/7/2007,2007-07-20,22:45:00,midwest,evening
16256,oceanside,CA,Fireball,9,"sighting,experiences,dreams,my story",12/12/2011,2007-07-20,18:00:00,west,evening
16257,Wyandotte,MI,Fireball,30,"At about 6:10 p.m., I was sitting with my mother and 5 year old daughter at the park, and along with us there were two other children",8/7/2007,2007-07-19,18:12:00,midwest,evening
16258,Durham,CT,Fireball,7,Green Fireball moving from left to right and then descended moved at a very fast pace no sound.,1/21/2008,2007-07-15,1:00:00,northeast,night
16259,St. Charles,IL,Fireball,25200,"I think there were humans aboard this giant ufo craft, The air forces span for hours. ((NUFORC Note: Star or planet? PD))",8/7/2007,2007-07-12,21:00:00,midwest,evening
16260,Portland,CT,Fireball,300,"Fireball,very low and then went higher into the sky and dissappeared",8/7/2007,2007-07-08,22:00:00,northeast,evening
16261,Fremont,IN,Fireball,1800,"UFOs shape like a glowing flame crafts viewed by many, I video taped 3 of them on July 7, 2007 at Clear Lake, Indiana at night",8/7/2007,2007-07-07,22:30:00,midwest,evening
16262,Abilene,TX,Fireball,2,"Largest ""Falling Star"" I've ever seen",8/7/2007,2007-07-06,2:20:00,south,night
16263,Hutchinson,KS,Fireball,120,Five Very large fireballs right over our neighborhood.,8/7/2007,2007-07-04,23:30:00,midwest,evening
16264,Indianapolis,IN,Fireball,45,Flaming object in sky.,8/7/2007,2007-07-04,23:00:00,midwest,evening
16265,Riverside,CA,Fireball,2700,"An orange fireball like light moved right to left, than stopped and hovered.",8/7/2007,2007-07-04,22:21:00,west,evening
16266,Alexandria,LA,Fireball,900,Ball of fire in Louisiana 7/4/07,11/28/2007,2007-07-04,21:00:00,south,evening
16267,Lake Arrowhead,CA,Fireball,600,Felt vibration through the house and saw green ball of light flying at high rate speed.,8/7/2007,2007-07-04,2:00:00,west,night
16268,Southington,CT,Fireball,900,"After fireworks display, many people including ourselves saw very fast moving objects one after the other moving west to east. Speed v",8/7/2007,2007-06-30,22:30:00,northeast,evening
16269,Noblesville,IN,Fireball,180,Bright fireball spotted over Noblesville Indiana,8/7/2007,2007-06-29,23:40:00,midwest,evening
16270,Williamsport,PA,Fireball,120,"Fireball in the sky over the Susquehanna River in Williamsport, PA.",8/7/2007,2007-06-24,21:50:00,northeast,evening
16271,Saint Coud,FL,Fireball,300,"Red glowing, star-like, fire ball in ther Central Florida skies.",8/7/2007,2007-06-24,21:15:00,south,evening
16272,Grand Bay,AL,Fireball,5,"Decending Green fire ball traveling east to west over south Mobile county , Alabama",8/7/2007,2007-06-23,21:10:00,south,evening
16273,Mobile,AL,Fireball,2,Left my brothers home at 1115 pm on thursday night. Got in car and backed out of drive way. Saw bright green flash of light in southern,8/7/2007,2007-06-21,23:15:00,south,evening
16274,San Juan Bautista,CA,Fireball,120,"In the dead of night a bright orb rose from the ground, changed colors, appeared to grow in size, and teleported away",1/31/2011,2007-06-20,23:00:00,west,evening
16276,Monroe,MI,Fireball,8,Blue-ish fireballs in sky.,8/7/2007,2007-06-15,10:30:00,midwest,morning
16277,Williamsport,PA,Fireball,180,Bright orange fireball,8/7/2007,2007-06-05,21:30:00,northeast,evening
16278,Detroit,MI,Fireball,300,Was talking with friends when we saw two fireballs flying accross the sky in southwest detroit. Lasted approx. 5 min.,6/12/2007,2007-05-31,21:30:00,midwest,evening
16279,Pascagoula,MS,Fireball,300,3 possible ufos over ocean?,8/7/2007,2007-05-31,10:24:00,south,morning
16280,Safford,AZ,Fireball,300,Fire ball in sky over Safford Arizona,6/12/2007,2007-05-30,21:00:00,west,evening
16281,Russels Point,OH,Fireball,60,Orange ball crosses over crowded lake in straight line,8/12/2008,2007-05-26,23:30:00,midwest,evening
16282,Westminster,MD,Fireball,300,A huge Fireball changing shape and colors captured on video while moving over our house!.,6/12/2007,2007-05-26,21:10:00,south,evening
16283,Denton,TX,Fireball,10,fireball with no sound,8/7/2007,2007-05-24,0:00:00,south,night
16284,Sacramento,CA,Fireball,5,"It was as fast as a shooting star, but shooting stars are not red, especially at dusk against a clear sky",6/12/2007,2007-05-20,19:15:00,west,evening
16285,Southington,CT,Fireball,15,"A fireball-like object twice the size of a star appeared and moved north with great speed, followed by a flash of light.",6/12/2007,2007-05-15,23:40:00,northeast,evening
16286,Lawton,OK,Fireball,7,I was visiting friends in Lawton and everyone had gone to bed. I was sitting in the backyard relaxing and enjoying the clear warm nig,6/12/2007,2007-05-13,2:00:00,south,night
16287,West Chester,PA,Fireball,10,Two eyewitness accounts of sighting,6/12/2007,2007-05-04,21:00:00,northeast,evening
16288,Paddock Lake,WI,Fireball,5,Green fireball in western Wisconsin sky,6/12/2007,2007-05-01,21:50:00,midwest,evening
16290,Charlotte,NC,Fireball,5,I thought it was a firework at first...then I realized it was too big and way too fast. We live about 15 miles from airport....this wa,4/27/2007,2007-04-22,9:55:00,south,morning
16291,Rifle,CO,Fireball,30,I noticed the ground light-up,4/27/2007,2007-04-20,23:00:00,west,evening
16292,Littleton,CO,Fireball,4,"On April 20, 2007, at approx. 10:00 PM, blueish fireball descends low near downtown Littleton, CO. ((NUFORC Note: Meteor?? PD))",4/27/2007,2007-04-20,22:00:00,west,evening
16293,Brentwood,CA,Fireball,300,"3 fiery, balls of light moving slowly across the night sky within a 45 minute time frame.",4/27/2007,2007-04-16,21:05:00,west,evening
16294,Spokane,WA,Fireball,20,Strang orange glow in Eastern Washington,4/27/2007,2007-04-07,12:24:00,west,afternoon
16295,Goodyear,AZ,Fireball,300,Strrange Fireball over Goodyear Arizona,4/27/2007,2007-03-23,0:00:00,west,night
16296,Hanson,KY,Fireball,4,exploding ball of light flooded kitchen,4/27/2007,2007-03-23,11:30:00,south,morning
16297,Peoria,AZ,Fireball,600,"round ball, different colors, vanished, traveling in a few directions",4/27/2007,2007-03-23,8:10:00,west,morning
16299,Berlin,WI,Fireball,900,It would disappear in one part of the sky for a second then would reappear in a spot a very long distance from where it had disappeared,4/27/2007,2007-03-19,20:15:00,midwest,evening
16300,Upland,CA,Fireball,10,"Blue/ Green Fireball fly across the sky in Upland, Ca 3/18/07",4/27/2007,2007-03-18,19:00:00,west,evening
16301,Norco,CA,Fireball,10,fireball heading NE (towards Naval Weapons Center) in Norco,4/27/2007,2007-03-18,19:00:00,west,evening
